id,qid1,qid2,question1,question2,is_duplicate,qID_Q1,part_of_speech_counter_Q1,number_of_numbers_Q1,number_of_words_Q1,length_of_longest_word_Q1,word2vec_mean_of_question_Q1,counter_question_words_Q1,th3_biggest_tfidf_Q1,qID_Q2,part_of_speech_counter_Q2,number_of_numbers_Q2,number_of_words_Q2,length_of_longest_word_Q2,word2vec_mean_of_question_Q2,counter_question_words_Q2,th3_biggest_tfidf_Q2,diff_between_number_of_words,diff_between_number_of_numbers,diff_between_length_of_longest_word,diff_between_counter_question_words,similarity_between_word2vec_mean_of_question,sum_diff_part_of_speech_counter,number_of_common_words,number_of_common_words_without_stopwords,both_containing_parenthesis
1689,3363,3364,"How much money per month is enough to live as a graduate student in Birmingham, UK?","How much money is enough for a student to live in Birmingham, UK?",1,3363,"Counter({'NN': 6, 'IN': 3, 'JJ': 2, 'WRB': 1, 'VBZ': 1, 'TO': 1, 'VB': 1, 'DT': 1, ',': 1, '.': 1})",0,17,10,just,1,"{'birmingham': 8.190173521758819, 'month': 6.803879160638928, 'uk': 6.64972848081167}",3364,"Counter({'NN': 4, 'JJ': 2, 'IN': 2, 'WRB': 1, 'VBZ': 1, 'DT': 1, 'TO': 1, 'VB': 1, ',': 1, '.': 1})",0,14,10,AWell,1,"{'birmingham': 8.190173521758819, 'student': 6.069909985558728, 'uk': 6.64972848081167}",3,0,0,0,0.5246914029121399,3,12,8,0
1690,3365,3366,How did you teach your kid not to lie?,What are good ways to teach children not to lie?,1,3365,"Counter({'VB': 2, 'WRB': 1, 'VBD': 1, 'PRP': 1, 'PRP$': 1, 'NN': 1, 'RB': 1, 'TO': 1, '.': 1})",0,9,5,do,1,"{'kid': 7.497026341198874, 'lie': 7.497026341198874, 'teach': 7.209344268747093}",3366,"Counter({'NNS': 2, 'TO': 2, 'VB': 2, 'WDT': 1, 'VBP': 1, 'JJ': 1, 'RB': 1, '.': 1})",0,10,8,do,1,"{'children': 6.64972848081167, 'lie': 7.497026341198874, 'teach': 7.209344268747093}",1,0,3,0,1.0,6,4,2,0
1691,3367,3368,How does Minerva Schools differ from other for-profit universities in the US?,Why will Minerva succeed when many other for-profit universities have been bad investments?,1,3367,"Counter({'NNS': 2, 'IN': 2, 'JJ': 2, 'WRB': 1, 'VBZ': 1, 'VB': 1, 'VBP': 1, 'DT': 1, 'PRP': 1, '.': 1})",0,12,12,do,1,"{'for-profit': 8.190173521758819, 'minerva': 8.190173521758819, 'schools': 7.209344268747093}",3368,"Counter({'JJ': 4, 'WRB': 2, 'VB': 2, 'NNS': 2, 'MD': 1, 'VBP': 1, 'VBN': 1, '.': 1})",0,13,12,have,2,"{'for-profit': 8.190173521758819, 'investments': 8.595638629866983, 'minerva': 8.190173521758819, 'succeed': 8.595638629866983}",1,0,0,1,0.4112235903739929,9,4,3,0
1692,3369,3370,How do I get clients for my software startup company?,What are the best ways to get clients for software startup?,1,3369,"Counter({'NN': 3, 'VB': 2, 'WRB': 1, 'VBP': 1, 'NNS': 1, 'IN': 1, 'PRP$': 1, '.': 1})",0,10,8,reinstall_XP,1,"{'clients': 8.190173521758819, 'software': 6.344346831260488, 'startup': 7.091561233090709}",3370,"Counter({'NNS': 2, 'NN': 2, 'WDT': 1, 'VBP': 1, 'DT': 1, 'JJS': 1, 'TO': 1, 'VB': 1, 'IN': 1, '.': 1})",0,11,8,By_Jonas_Elmerraji,1,"{'clients': 8.190173521758819, 'software': 6.344346831260488, 'startup': 7.091561233090709}",1,0,0,0,0.45391005277633667,5,4,3,0
1693,3371,3372,Why is plasma considered as the fourth state of matter?,Is plasma considered as the 4th state of matter?,0,3371,"Counter({'IN': 2, 'NN': 2, 'WRB': 1, 'VBZ': 1, 'RB': 1, 'VBN': 1, 'DT': 1, 'JJ': 1, '.': 1})",0,10,10,the,1,"{'fourth': 8.595638629866983, 'matter': 6.803879160638928, 'plasma': 8.190173521758819}",3372,"Counter({'IN': 2, 'NN': 2, 'VBZ': 1, 'RB': 1, 'VBN': 1, 'DT': 1, 'CD': 1, '.': 1})",0,9,10,considered,0,"{'4th': 7.902491449307038, 'matter': 6.803879160638928, 'plasma': 8.190173521758819}",1,0,0,1,0.2563813626766205,2,7,4,0
1694,3373,3374,How do I delete my questions off Quora?,How do I delete a question from Quora?,1,3373,"Counter({'VB': 2, 'NNS': 2, 'WRB': 1, 'VBP': 1, 'PRP$': 1, 'IN': 1, '.': 1})",0,8,9,do,1,"{'delete': 6.803879160638928, 'questions': 5.792278248960448, 'quora': 4.857969011583615}",3374,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'VBP': 1, 'DT': 1, 'IN': 1, '.': 1})",0,8,8,do,1,"{'delete': 6.803879160638928, 'question': 5.921489980440454, 'quora': 4.857969011583615}",0,0,1,0,1.0,3,5,4,0
1695,3375,3376,What was the reason of extinction of the Indus Valley and Harappan civilization?,Who were responsible for the collapse of Indus Valley Civilization?,1,3375,"Counter({'NN': 6, 'DT': 2, 'IN': 2, 'WDT': 1, 'VBD': 1, 'CC': 1, '.': 1})",0,13,12,civilization,1,"{'civilization': 8.190173521758819, 'extinction': 8.595638629866983, 'harappan': 8.595638629866983, 'indus': 8.190173521758819}",3376,"Counter({'NN': 3, 'JJ': 2, 'IN': 2, 'WP': 1, 'VBD': 1, 'DT': 1, '.': 1})",0,10,12,civilization,1,"{'civilization': 8.190173521758819, 'collapse': 8.595638629866983, 'indus': 8.190173521758819, 'responsible': 8.595638629866983}",3,0,0,0,1.0,6,4,2,0
1696,3377,3378,"Is a circle a regular polygon of infinite sides? If yes, then discuss its properties and its interior angles.",Can one say that a circle has infinite sides?,1,3377,"Counter({'NN': 3, 'NNS': 3, 'DT': 2, 'JJ': 2, 'IN': 2, '.': 2, 'RB': 2, 'PRP$': 2, 'VBZ': 1, ',': 1, 'VB': 1, 'CC': 1})",0,21,10,%_#F########_9v.jsn,0,"{'angles': 8.595638629866983, 'discuss': 8.595638629866983, 'interior': 8.595638629866983, 'polygon': 8.595638629866983}",3378,"Counter({'MD': 1, 'CD': 1, 'VB': 1, 'IN': 1, 'DT': 1, 'NN': 1, 'VBZ': 1, 'VBN': 1, 'NNS': 1, '.': 1})",0,9,8,have,0,"{'circle': 7.902491449307038, 'infinite': 6.986200717432883, 'sides': 7.902491449307038}",12,0,2,0,0.3313935697078705,15,4,3,0
1697,3379,3380,How much can a Junior engineer in municipal cooperation or water supply earn at state level government job?,How much does an entry level CS post-graduate earn after completing an MS in a US-based job on average?,0,3379,"Counter({'NN': 8, 'JJ': 3, 'IN': 2, 'WRB': 1, 'MD': 1, 'DT': 1, 'CC': 1, 'VBP': 1, '.': 1})",0,18,11,CONTRACTS_AWARDED,1,"{'cooperation': 8.595638629866983, 'junior': 7.902491449307038, 'municipal': 8.595638629866983}",3380,"Counter({'NN': 6, 'DT': 3, 'IN': 3, 'JJ': 2, 'WRB': 1, 'RB': 1, 'VBZ': 1, 'VBD': 1, 'VBG': 1, '.': 1})",0,19,13,just,1,"{'completing': 7.6793478979928285, 'cs': 7.6793478979928285, 'entry': 7.6793478979928285, 'post-graduate': 8.595638629866983, 'us-based': 8.595638629866983}",1,0,2,0,0.3281298279762268,9,6,4,0
1698,3381,3382,When did humans start naming themselves? What's the history behind names? Do non-human species use names?,When in history did we start giving people names?,1,3381,"Counter({'NNS': 4, '.': 3, 'VBP': 2, 'WRB': 1, 'VBD': 1, 'VB': 1, 'VBG': 1, 'PRP': 1, 'WP': 1, 'VBZ': 1, 'DT': 1, 'NN': 1, 'IN': 1, 'JJ': 1})",0,18,10,names,1,"{'names': 15.804982898614076, 'naming': 8.595638629866983, 'non-human': 8.595638629866983, 'species': 8.595638629866983}",3382,"Counter({'NNS': 2, 'WRB': 1, 'IN': 1, 'NN': 1, 'VBD': 1, 'PRP': 1, 'VB': 1, 'VBG': 1, '.': 1})",0,9,7,just,1,"{'giving': 7.497026341198874, 'history': 6.293053536872938, 'names': 7.902491449307038}",9,0,3,0,0.09545618295669556,10,5,4,0
1699,3383,3384,Does water filter carbon monoxide?,Is death by carbon monoxide painful? Why or why not?,0,3383,"Counter({'NN': 4, 'VBZ': 1, '.': 1})",0,5,8,carbon,0,"{'carbon': 7.902491449307038, 'filter': 8.595638629866983, 'monoxide': 8.190173521758819}",3384,"Counter({'NN': 4, '.': 2, 'WRB': 2, 'VBZ': 1, 'IN': 1, 'CC': 1, 'RB': 1})",0,11,8,why,2,"{'carbon': 7.902491449307038, 'monoxide': 8.190173521758819, 'painful': 8.190173521758819}",6,0,0,2,0.047674909234046936,1,1,1,0
1700,3385,3386,"Can news sites see that I subscribe to their feeds via Feedly? What info do they see? (e-mail address, name, etc).","Why is Quora not having a ""See First"" feature, so that users can choose what fills up their Quora feed?",0,3385,"Counter({'NN': 4, 'VBP': 3, '.': 3, 'NNS': 2, 'IN': 2, 'JJ': 2, ',': 2, 'MD': 1, 'TO': 1, 'PRP$': 1, 'RB': 1, 'WP': 1, 'VBZ': 1, 'PRP': 1, 'VB': 1, '(': 1, ')': 1})",0,27,9,Situational_Awareness_What,1,"{'feedly': 8.595638629866983, 'feeds': 8.595638629866983, 'subscribe': 8.595638629866983}",3386,"Counter({'VBZ': 2, 'RB': 2, 'NN': 2, 'IN': 2, 'NNS': 2, 'WRB': 1, 'VBG': 1, 'DT': 1, '``': 1, 'JJ': 1, ""''"": 1, ',': 1, 'MD': 1, 'VB': 1, 'WP': 1, 'RP': 1, 'PRP$': 1, 'VBN': 1, '.': 1})",0,23,7,do,2,"{'""': 9.555852607820157, 'fills': 8.595638629866983, 'quora': 9.71593802316723}",4,0,2,1,0.5989261865615845,15,2,0,0
1701,3387,3388,Do humans fear artificial intelligence because it has no soul?,Is it scientifically proven that the soul exists?,0,3387,"Counter({'VB': 2, 'NN': 2, 'NNS': 1, 'JJ': 1, 'IN': 1, 'PRP': 1, 'VBZ': 1, 'DT': 1, '.': 1})",0,10,12,humor_Jena_Elayan,0,"{'artificial': 8.595638629866983, 'fear': 7.6793478979928285, 'intelligence': 7.497026341198874, 'soul': 7.497026341198874}",3388,"Counter({'VBZ': 3, 'PRP': 1, 'RB': 1, 'IN': 1, 'DT': 1, 'NN': 1, '.': 1})",0,8,14,is,0,"{'exists': 7.902491449307038, 'proven': 7.902491449307038, 'scientifically': 7.497026341198874, 'soul': 7.497026341198874}",2,0,2,0,0.21399569511413574,7,1,0,0
1702,3389,3390,Why are there so many Muslims in our Bollywood industry?,Why are there so many Muslims in Hindi film industry?,1,3389,"Counter({'RB': 2, 'NN': 2, 'WRB': 1, 'VBP': 1, 'JJ': 1, 'NNS': 1, 'IN': 1, 'PRP$': 1, '.': 1})",0,10,9,hesays,1,"{'bollywood': 6.803879160638928, 'industry': 7.091561233090709, 'muslims': 7.091561233090709}",3390,"Counter({'NN': 3, 'RB': 2, 'WRB': 1, 'VBP': 1, 'JJ': 1, 'NNS': 1, 'IN': 1, '.': 1})",0,10,8,Shabanaji,1,"{'film': 7.3428756613716155, 'hindi': 7.6793478979928285, 'industry': 7.091561233090709, 'muslims': 7.091561233090709}",0,0,1,0,0.3610931932926178,2,8,4,0
1703,3391,3392,How smart is Donald Trump?,Who is Donald Trump's base? Why is he popular? Why are people voting for him? Why do people like and support him?,0,3391,"Counter({'JJ': 2, 'WRB': 1, 'VBZ': 1, 'NN': 1, '.': 1})",0,5,6,smart,1,"{'donald': 5.625224164297282, 'smart': 7.6793478979928285, 'trump': 5.2998017638626544}",3392,"Counter({'.': 4, 'WRB': 3, 'PRP': 3, 'VBZ': 2, 'JJ': 2, 'NN': 2, 'VBP': 2, 'NNS': 2, 'IN': 2, 'WP': 1, 'POS': 1, 'VBG': 1, 'CC': 1, 'VB': 1})",0,25,7,why,4,"{'base': 7.6793478979928285, 'people': 9.367231248877674, ""trump's"": 7.6793478979928285, 'voting': 8.190173521758819}",20,0,1,3,0.17899994552135468,7,2,1,0
1704,3393,3394,What should you do if you can't remember your iCloud password?,How do I recover my iCloud password?,1,3393,"Counter({'MD': 2, 'PRP': 2, 'VB': 2, 'NN': 2, 'WP': 1, 'IN': 1, 'RB': 1, 'PRP$': 1, '.': 1})",0,11,8,you,1,"{""can't"": 6.344346831260488, 'icloud': 7.6793478979928285, 'remember': 6.890890537628558}",3394,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'VBP': 1, 'PRP$': 1, '.': 1})",0,7,8,password,1,"{'icloud': 7.6793478979928285, 'password': 6.197743357068613, 'recover': 6.64972848081167}",4,0,0,0,0.2563396096229553,7,3,2,0
1705,3395,3396,Is Quora display trending now topics based on user's country?,Are trending topics in Quora location specific?,1,3395,"Counter({'NN': 3, 'VBZ': 1, 'JJ': 1, 'VBG': 1, 'RB': 1, 'NNS': 1, 'VBN': 1, 'IN': 1, 'POS': 1, '.': 1})",0,10,8,topics,0,"{'display': 8.190173521758819, 'trending': 8.190173521758819, ""user's"": 8.595638629866983}",3396,"Counter({'NN': 3, 'VBP': 1, 'VBG': 1, 'NNS': 1, 'IN': 1, '.': 1})",0,7,8,topics,0,"{'location': 7.902491449307038, 'topics': 7.6793478979928285, 'trending': 8.190173521758819}",3,0,0,0,0.9999999403953552,5,3,3,0
1706,3397,3398,"As an international student from India going to Florence, Italy, what are the essentials I must carry?","As an international student from India going to Florence in Italy, what are the essentials I must carry with me?",1,3397,"Counter({'VB': 3, 'IN': 2, 'DT': 2, 'NN': 2, ',': 2, 'VBP': 2, 'JJ': 1, 'VBG': 1, 'TO': 1, 'WP': 1, 'NNS': 1, 'MD': 1, '.': 1})",0,19,13,love_veronica_Mars,1,"{'carry': 8.190173521758819, 'essentials': 7.902491449307038, 'florence': 8.190173521758819, 'italy': 7.902491449307038}",3398,"Counter({'IN': 4, 'NN': 3, 'DT': 2, 'VB': 2, 'VBP': 2, 'JJ': 1, 'VBG': 1, 'TO': 1, ',': 1, 'WP': 1, 'NNS': 1, 'MD': 1, 'PRP': 1, '.': 1})",0,21,13,NOVAK_DJOKOVIC_Yeah,1,"{'carry': 8.190173521758819, 'essentials': 7.902491449307038, 'florence': 8.190173521758819, 'italy': 7.902491449307038}",2,0,0,0,0.6451331377029419,5,15,9,0
1707,3399,3400,Where can I watch the walking dead season 8 online?,Where can I watch The Walking Dead season 7 online?,0,3399,"Counter({'NN': 3, 'VB': 2, 'WRB': 1, 'MD': 1, 'DT': 1, 'JJ': 1, 'CD': 1, '.': 1})",1,10,7,just,1,"{'dead': 7.6793478979928285, 'season': 7.902491449307038, 'walking': 7.497026341198874}",3400,"Counter({'NN': 3, 'VB': 2, 'WRB': 1, 'MD': 1, 'DT': 1, 'JJ': 1, 'CD': 1, '.': 1})",1,10,7,just,1,"{'dead': 7.6793478979928285, 'season': 7.902491449307038, 'walking': 7.497026341198874}",0,0,0,0,1.0,0,6,5,0
1708,3401,3402,"What is the difference between all the streaming Hadoop solutions: Flume, Spark (Databricks), Storm, Kafka (Confluent), and Malhar (Datatorrent)?",What are the advantages of using DataTorrent over Storm?,0,3401,"Counter({'NN': 8, ',': 4, '(': 3, ')': 3, 'DT': 2, 'NNS': 2, 'WP': 1, 'VBZ': 1, 'IN': 1, 'PDT': 1, 'VBG': 1, 'JJ': 1, ':': 1, 'CC': 1, '.': 1})",0,30,11,By_Laurelle_Gilbert,1,"{'(': 13.217951663521673, ')': 13.50388220293465, ',': 13.28031300176625}",3402,"Counter({'IN': 2, 'NN': 2, 'WDT': 1, 'VBP': 1, 'DT': 1, 'NNS': 1, 'VBG': 1, '.': 1})",0,9,11,advantages,1,"{'advantages': 7.902491449307038, 'datatorrent': 8.190173521758819, 'storm': 7.6793478979928285}",21,0,0,0,0.23791730403900146,25,2,1,0
1709,3403,3404,What is the best ux resume?,What are the best resume search sites?,0,3403,"Counter({'WP': 1, 'VBZ': 1, 'DT': 1, 'JJS': 1, 'JJ': 1, 'NN': 1, '.': 1})",0,6,6,resume,1,"{'best': 3.462785703046478, 'resume': 7.6793478979928285, 'ux': 8.595638629866983}",3404,"Counter({'NN': 2, 'WDT': 1, 'VBP': 1, 'DT': 1, 'JJS': 1, 'NNS': 1, '.': 1})",0,7,6,Ed_Bookshelf,1,"{'resume': 7.6793478979928285, 'search': 6.803879160638928, 'sites': 7.497026341198874}",1,0,0,0,0.28439104557037354,4,3,2,0
1710,3405,3406,Which is the best movie download site?,Is there any secrets sites for downloading leaked movies?,0,3405,"Counter({'NN': 3, 'WDT': 1, 'VBZ': 1, 'DT': 1, 'JJS': 1, '.': 1})",0,7,8,download,1,"{'download': 6.986200717432883, 'movie': 5.733437748937515, 'site': 6.986200717432883}",3406,"Counter({'VBZ': 2, 'NNS': 2, 'EX': 1, 'DT': 1, 'IN': 1, 'VBG': 1, 'JJ': 1, '.': 1})",0,9,11,downloading,0,"{'downloading': 7.497026341198874, 'leaked': 8.595638629866983, 'secrets': 8.595638629866983, 'sites': 7.497026341198874}",2,0,3,1,0.7550058364868164,6,0,0,0
1711,3407,3408,Can you get high eating a few specks of weed accidentally?,What's the best way to get high from eating weed and why?,1,3407,"Counter({'JJ': 2, 'MD': 1, 'PRP': 1, 'VB': 1, 'VBG': 1, 'DT': 1, 'NNS': 1, 'IN': 1, 'NN': 1, 'RB': 1, '.': 1})",0,11,12,you,0,"{'accidentally': 8.190173521758819, 'specks': 8.595638629866983, 'weed': 7.6793478979928285}",3408,"Counter({'NN': 2, 'WP': 1, 'VBZ': 1, 'DT': 1, 'JJS': 1, 'TO': 1, 'VB': 1, 'JJ': 1, 'IN': 1, 'VBG': 1, 'CC': 1, 'WRB': 1, '.': 1})",0,12,6,just,1,"{'eating': 7.091561233090709, 'high': 6.2442633727035055, 'weed': 7.6793478979928285}",1,0,6,1,0.4773039221763611,6,4,4,0
1712,3409,3410,Which are the oldest bridges in the world?,What's the oldest bridge in the world? How was it designed and built?,1,3409,"Counter({'DT': 2, 'WDT': 1, 'VBP': 1, 'JJS': 1, 'NNS': 1, 'IN': 1, 'NN': 1, '.': 1})",0,8,7,the,1,"{'bridges': 8.595638629866983, 'oldest': 8.190173521758819, 'world': 5.161651425381837}",3410,"Counter({'DT': 2, 'NN': 2, '.': 2, 'VBD': 2, 'WP': 1, 'VBZ': 1, 'JJS': 1, 'IN': 1, 'WRB': 1, 'PRP': 1, 'CC': 1, 'VBN': 1})",0,14,8,the,1,"{'bridge': 8.595638629866983, 'designed': 8.595638629866983, 'oldest': 8.190173521758819}",6,0,1,0,1.0,5,4,2,0
1713,3411,3412,How can I get satisfied sex?,Is lesbian sex just as good as heterosexual sex?,0,3411,"Counter({'VB': 2, 'WRB': 1, 'MD': 1, 'JJ': 1, 'NN': 1, '.': 1})",0,6,9,do,1,"{'?': 1.0007542426504639, 'satisfied': 8.190173521758819, 'sex': 6.153291594497779}",3412,"Counter({'JJ': 3, 'NN': 2, 'RB': 2, 'VBZ': 1, 'IN': 1, '.': 1})",0,9,12,sex,0,"{'heterosexual': 8.595638629866983, 'lesbian': 8.190173521758819, 'sex': 12.306583188995559}",3,0,3,1,0.18917949497699738,7,1,1,0
1714,3413,3414,Who will win the World Cup 2014?,"Heading into the start of the tournament, which country is the favorite to win FIFA World Cup 2014? Which team is the strongest?",0,3413,"Counter({'NN': 2, 'WP': 1, 'MD': 1, 'VB': 1, 'DT': 1, 'CD': 1, '.': 1})",0,7,5,cup,1,"{'2014': 7.091561233090709, 'cup': 7.497026341198874, 'win': 5.9929489444226}",3414,"Counter({'NN': 6, 'DT': 4, 'IN': 2, 'WDT': 2, 'VBZ': 2, 'JJ': 2, '.': 2, 'VBG': 1, ',': 1, 'TO': 1, 'VB': 1, 'CD': 1, 'JJS': 1})",0,25,10,the,2,"{'fifa': 8.595638629866983, 'team': 8.595638629866983, 'tournament': 8.595638629866983}",18,0,5,1,0.122039794921875,10,5,4,0
1715,3415,3416,"How do I prepare for city level, TIMES NIE think and learn challenge, Ahmedabad?",What is the process of immigration of Finland which I should be adopted?,0,3415,"Counter({'NN': 6, 'VB': 2, ',': 2, 'CC': 2, 'WRB': 1, 'VBP': 1, 'IN': 1, 'JJ': 1, '.': 1})",0,16,9,do,1,"{'ahmedabad': 8.595638629866983, 'challenge': 8.190173521758819, 'nie': 8.595638629866983}",3416,"Counter({'NN': 4, 'IN': 2, 'WP': 1, 'VBZ': 1, 'DT': 1, 'WDT': 1, 'MD': 1, 'VB': 1, 'VBN': 1, '.': 1})",0,13,11,should,2,"{'adopted': 8.190173521758819, 'finland': 8.595638629866983, 'immigration': 7.497026341198874}",3,0,2,1,0.510151743888855,11,1,1,0
1716,3417,3418,What are the arguments in favour of/against Jallikattu? What is your personal opinion about it and the way it is being handled by the Centre and SC?,What are some of the best atheistic arguments?,0,3417,"Counter({'NN': 7, 'DT': 3, 'IN': 3, '.': 2, 'VBZ': 2, 'PRP': 2, 'CC': 2, 'WDT': 1, 'VBP': 1, 'NNS': 1, 'WP': 1, 'PRP$': 1, 'JJ': 1, 'VBG': 1, 'VBN': 1})",0,30,10,%_#F########_9v.jsn,2,"{'centre': 8.595638629866983, 'favour': 8.595638629866983, 'jallikattu': 8.595638629866983, 'sc': 8.595638629866983}",3418,"Counter({'DT': 2, 'WDT': 1, 'VBP': 1, 'IN': 1, 'JJS': 1, 'JJ': 1, 'NNS': 1, '.': 1})",0,8,9,NOAA_Lehr,1,"{'arguments': 8.190173521758819, 'atheistic': 8.595638629866983, 'best': 3.462785703046478}",22,0,1,1,0.6895089149475098,21,3,1,0
1717,3419,3420,How can I get a green card to live and work in the USA?,How can I get a green card?,1,3419,"Counter({'VB': 4, 'DT': 2, 'NN': 2, 'WRB': 1, 'MD': 1, 'JJ': 1, 'TO': 1, 'CC': 1, 'IN': 1, '.': 1})",0,14,5,can,1,"{'card': 6.398414052530764, 'green': 7.091561233090709, 'usa': 6.293053536872938}",3420,"Counter({'VB': 2, 'WRB': 1, 'MD': 1, 'DT': 1, 'JJ': 1, 'NN': 1, '.': 1})",0,7,5,can,1,"{'?': 1.0007542426504639, 'card': 6.398414052530764, 'green': 7.091561233090709}",7,0,0,0,1.0,7,6,4,0
1718,3421,3422,Will a wool sweater after it is washed shrink or get stretched?,Do you have to wear a shirt under a sweater?,0,3421,"Counter({'NN': 3, 'VBN': 2, 'MD': 1, 'DT': 1, 'IN': 1, 'PRP': 1, 'VBZ': 1, 'CC': 1, 'VB': 1, '.': 1})",0,12,9,%_#F########_7v.jsn,0,"{'stretched': 8.595638629866983, 'sweater': 8.190173521758819, 'wool': 8.595638629866983}",3422,"Counter({'VB': 2, 'DT': 2, 'NN': 2, 'VBP': 1, 'PRP': 1, 'TO': 1, 'IN': 1, '.': 1})",0,10,7,wear,0,"{'shirt': 8.190173521758819, 'sweater': 8.190173521758819, 'wear': 7.6793478979928285}",2,0,2,0,0.24362626671791077,8,1,0,0
1719,3423,3424,What should we do to be best software developer?,What is to be done to be a good software developer?,1,3423,"Counter({'VB': 2, 'NN': 2, 'WP': 1, 'MD': 1, 'PRP': 1, 'TO': 1, 'JJS': 1, '.': 1})",0,9,9,do,1,"{'best': 3.462785703046478, 'developer': 7.209344268747093, 'software': 6.344346831260488}",3424,"Counter({'TO': 2, 'VB': 2, 'NN': 2, 'WP': 1, 'VBZ': 1, 'VBN': 1, 'DT': 1, 'JJ': 1, '.': 1})",0,11,9,be,1,"{'developer': 7.209344268747093, 'good': 4.526611875629173, 'software': 6.344346831260488}",2,0,0,0,0.2524990439414978,4,5,3,0
1720,3425,3426,I am 20 years old now & a graduate. But I have been at home for the past 2 years & doing nothing. What should be my action plan now?,When did Narendra Modi change his salutation from 'Mitron' to 'Bhaio aur Behno'?,0,3425,"Counter({'NN': 6, 'NNS': 3, 'CC': 3, '.': 3, 'VBP': 2, 'CD': 2, 'JJ': 2, 'RB': 2, 'DT': 2, 'IN': 2, 'VBN': 1, 'VBG': 1, 'WP': 1, 'MD': 1, 'VB': 1, 'PRP$': 1})",2,32,8,just,1,"{'&': 11.709597211883565, 'action': 7.902491449307038, 'years': 11.842979960880909}",3426,"Counter({'NN': 4, 'POS': 2, 'WRB': 1, 'VBD': 1, 'RB': 1, 'PRP$': 1, 'IN': 1, 'NNP': 1, 'TO': 1, 'VB': 1, 'JJ': 1, '.': 1})",0,17,10,aur,1,"{""'"": 23.41919442376713, 'aur': 8.595638629866983, 'behno': 8.595638629866983, 'bhaio': 8.595638629866983, 'mitron': 8.595638629866983, 'salutation': 8.595638629866983}",15,2,2,0,0.06165202707052231,23,0,0,0
1721,3427,3428,What is the average salary of workers in Indonesia with a graduate degree?,What is the average salary of a IIM Calcutta graduate?,0,3427,"Counter({'NN': 4, 'IN': 3, 'DT': 2, 'WP': 1, 'VBZ': 1, 'JJ': 1, 'NNS': 1, '.': 1})",0,13,9,paycheck_Jostes,1,"{'degree': 6.986200717432883, 'indonesia': 8.190173521758819, 'workers': 8.190173521758819}",3428,"Counter({'NN': 3, 'DT': 2, 'JJ': 2, 'WP': 1, 'VBZ': 1, 'IN': 1, '.': 1})",0,10,8,salary,1,"{'average': 6.455572466370713, 'calcutta': 8.595638629866983, 'graduate': 6.455572466370713, 'iim': 8.595638629866983}",3,0,1,0,0.3942165970802307,5,7,3,0
1722,3429,3430,How can I find a startup mentor?,How do I ask someone to be my mentor?,1,3429,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'MD': 1, 'DT': 1, '.': 1})",0,7,7,Twitter_@_JasonClayworth,1,"{'?': 1.0007542426504639, 'mentor': 7.497026341198874, 'startup': 7.091561233090709}",3430,"Counter({'VB': 3, 'NN': 2, 'WRB': 1, 'VBP': 1, 'TO': 1, 'PRP$': 1, '.': 1})",0,9,7,I,1,"{'?': 1.0007542426504639, 'ask': 5.956581300251725, 'mentor': 7.497026341198874}",2,0,0,0,0.4701927900314331,3,3,3,0
1723,3431,3432,How should mid-distance track runners incorporate weight training to their overall training schedule?,How does one get stronger without gaining mass?,0,3431,"Counter({'NN': 4, 'JJ': 2, 'WRB': 1, 'MD': 1, 'VB': 1, 'NNS': 1, 'VBP': 1, 'TO': 1, 'PRP$': 1, '.': 1})",0,13,12,training,1,"{'incorporate': 8.595638629866983, 'mid-distance': 8.595638629866983, 'overall': 8.595638629866983, 'runners': 8.595638629866983, 'schedule': 8.595638629866983, 'training': 13.972401434865766}",3432,"Counter({'NN': 2, 'WRB': 1, 'VBZ': 1, 'CD': 1, 'JJR': 1, 'IN': 1, 'VBG': 1, '.': 1})",0,8,8,do,1,"{'gaining': 8.595638629866983, 'mass': 7.209344268747093, 'stronger': 7.902491449307038}",5,0,4,0,0.16776064038276672,10,1,1,0
1724,3433,3434,Why are there so many Indians on Quora and why are they so annoying?,Why is Quora so popular in India?,0,3433,"Counter({'RB': 3, 'WRB': 2, 'VBP': 2, 'NNS': 2, 'JJ': 1, 'IN': 1, 'CC': 1, 'PRP': 1, 'VBG': 1, '.': 1})",0,14,8,so,2,"{'annoying': 8.595638629866983, 'indians': 7.3428756613716155, 'quora': 4.857969011583615}",3434,"Counter({'RB': 2, 'WRB': 1, 'VBZ': 1, 'JJ': 1, 'IN': 1, 'NN': 1, '.': 1})",0,7,7,why,1,"{'india': 4.376130924690877, 'popular': 7.209344268747093, 'quora': 4.857969011583615}",7,0,1,1,0.5248562097549438,9,3,2,0
